pais,sexo,edad,satisfaccion_vida,situacion_pais,economia_actual,economia_vs12m,economia_12m_futuro,confianza_interpersonal,preferencia_democracia,satisfaccion_democracia,satisfaccion_economia,aprueba_presidente,ideologia_izq_der,justicia_distributiva,nivel_democratico_pais,elecciones_limpias,inmigrantes_ayudan_economia,inmigrantes_compiten_trabajo,inmigrantes_aumentan_crimen,mercado_unico_desarrollo,justicia_no_dura_con_delito,impacto_inmigracion_pais,existe_cambio_climatico,me_importa_medioambiente,obligacion_proteger_medioambiente,importa_impacto_otros,proteger_para_futuras_gen,dispuesto_ahorrar_electricidad,dispuesto_cambiar_alimentacion,derecho_plantas_animales,delincuencia_ult12m,drogadiccion_ult12m,corrupcion_ult12m,corrupcion_0a10,clase_social,suficiencia_ingresos,raza_etnia,educacion_anios,situacion_ocupacional
600.0,Hombre,59.0,Bastante satisfecho/a,En retroceso,Muy mala,Mucho peor,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Nada satisfecho/a,2.0,0.0,Injusta,10.0,Fraudulentas,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Baja,Algo suficiente,Blanco/a,13.0,Independiente/cuenta propia
600.0,Mujer,29.0,Poco satisfecho/a,En retroceso,Mala,Un poco peor,Mucho mejor,Nunca se es suficientemente cuidadoso,,Nada satisfecho/a,Nada satisfecho/a,2.0,5.0,Muy injusta,,Fraudulentas,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,Perjudica,Sí,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Nada suficiente,Indígena,13.0,Independiente/cuenta propia
600.0,Mujer,56.0,Muy satisfecho/a,En retroceso,Regular,Un poco peor,Un poco peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Muy satisfecho/a,Nada satisfecho/a,2.0,,Muy injusta,10.0,Fraudulentas,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Baja,Algo suficiente,Blanco/a,3.0,Tareas del hogar
600.0,Mujer,28.0,Bastante satisfecho/a,Estancado,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Muy satisfecho/a,Poco satisfecho/a,2.0,5.0,Muy injusta,5.0,Fraudulentas,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,6.0,Media,Algo suficiente,Mestizo/a,13.0,Independiente/cuenta propia
600.0,Mujer,65.0,Nada satisfecho/a,Estancado,Muy mala,Mucho peor,Mucho peor,Se puede confiar en la mayoría,Le da lo mismo,Nada satisfecho/a,Bastante satisfecho/a,2.0,10.0,Muy injusta,10.0,Fraudulentas,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media baja,Poco suficiente,Blanco/a,7.0,Tareas del hogar
600.0,Hombre,74.0,Muy satisfecho/a,En retroceso,Muy mala,Un poco mejor,Un poco peor,Se puede confiar en la mayoría,Prefiere democracia,Nada satisfecho/a,Nada satisfecho/a,2.0,,Injusta,2.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,No,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media baja,Poco suficiente,Mestizo/a,3.0,Jubilado/a o pensionado/a
600.0,Mujer,35.0,Muy satisfecho/a,Estancado,Muy mala,Un poco peor,Mucho peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Nada satisfecho/a,Nada satisfecho/a,2.0,,Justa,1.0,Fraudulentas,,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Mestizo/a,,Independiente/cuenta propia
600.0,Mujer,45.0,Bastante satisfecho/a,Estancado,Mala,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,6.0,Injusta,,Fraudulentas,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Igual,Aumentó mucho,Aumentó mucho,,Media,Algo suficiente,Mestizo/a,13.0,Asalariado sector privado
600.0,Hombre,38.0,Muy satisfecho/a,Estancado,Mala,Mucho peor,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Nada satisfecho/a,Nada satisfecho/a,2.0,5.0,Muy injusta,4.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,2.0,Media baja,Algo suficiente,,,Independiente/cuenta propia
600.0,Mujer,65.0,Muy satisfecho/a,En retroceso,Muy mala,Mucho peor,Mucho mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Nada satisfecho/a,Nada satisfecho/a,2.0,0.0,Muy injusta,3.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,Beneficia,Sí,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Nada suficiente,Blanco/a,4.0,Tareas del hogar
600.0,Hombre,43.0,Muy satisfecho/a,Estancado,Regular,Mucho peor,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Nada satisfecho/a,Muy satisfecho/a,1.0,10.0,Muy injusta,10.0,Fraudulentas,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Alta,Algo suficiente,,15.0,Asalariado sector público
600.0,Mujer,19.0,Muy satisfecho/a,Progresando,Mala,Igual,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Poco satisfecho/a,2.0,0.0,Injusta,10.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Beneficia,Sí,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Alta,Muy suficiente,Mestizo/a,13.0,Estudiante
600.0,Hombre,25.0,Poco satisfecho/a,En retroceso,Regular,Un poco mejor,Un poco mejor,Se puede confiar en la mayoría,Le da lo mismo,Nada satisfecho/a,Muy satisfecho/a,1.0,10.0,Justa,10.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,Negro/a,11.0,Asalariado sector público
600.0,Mujer,40.0,Nada satisfecho/a,Progresando,Regular,Un poco peor,Mucho peor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Nada satisfecho/a,Nada satisfecho/a,2.0,0.0,Injusta,10.0,Fraudulentas,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media baja,Algo suficiente,Mestizo/a,13.0,Tareas del hogar
600.0,Mujer,39.0,Bastante satisfecho/a,Estancado,Regular,Un poco peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Bastante satisfecho/a,2.0,10.0,Justa,6.0,Fraudulentas,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó poco,,Media alta,Muy suficiente,Negro/a,10.0,Tareas del hogar
600.0,Hombre,53.0,Bastante satisfecho/a,Estancado,Buena,Igual,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,10.0,Muy injusta,,Limpias,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Baja,Algo suficiente,Blanco/a,,Independiente/cuenta propia
600.0,Hombre,28.0,Poco satisfecho/a,Estancado,Regular,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Nada satisfecho/a,Poco satisfecho/a,2.0,10.0,Injusta,10.0,Fraudulentas,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Alta,Muy suficiente,Blanco/a,12.0,Tareas del hogar
600.0,Mujer,19.0,Muy satisfecho/a,Estancado,Regular,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Muy satisfecho/a,2.0,0.0,Justa,7.0,Fraudulentas,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó poco,Aumentó mucho,Aumentó poco,5.0,Media,Muy suficiente,Blanco/a,13.0,Independiente/cuenta propia
600.0,Mujer,63.0,Bastante satisfecho/a,Estancado,Buena,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Bastante satisfecho/a,Bastante satisfecho/a,1.0,5.0,Justa,5.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Igual,Igual,Igual,5.0,Media baja,Poco suficiente,Mestizo/a,10.0,Tareas del hogar
600.0,Hombre,68.0,Bastante satisfecho/a,Estancado,Regular,Igual,Mucho mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Muy satisfecho/a,Bastante satisfecho/a,1.0,5.0,Justa,6.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media baja,Algo suficiente,Mestizo/a,7.0,Independiente/cuenta propia
600.0,Mujer,29.0,Bastante satisfecho/a,Estancado,Muy mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Nada satisfecho/a,2.0,10.0,Muy injusta,1.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,Perjudica,No,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Muy suficiente,Mestizo/a,13.0,Independiente/cuenta propia
600.0,Mujer,29.0,Muy satisfecho/a,Estancado,Mala,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,10.0,Injusta,10.0,Fraudulentas,En desacuerdo,En desacuerdo,,De acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media alta,Muy suficiente,Mestizo/a,15.0,Independiente/cuenta propia
600.0,Mujer,58.0,Muy satisfecho/a,En retroceso,Mala,Un poco peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Nada satisfecho/a,Nada satisfecho/a,2.0,3.0,Muy injusta,1.0,Fraudulentas,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Baja,Algo suficiente,Mestizo/a,13.0,Independiente/cuenta propia
600.0,Mujer,21.0,Muy satisfecho/a,En retroceso,Mala,Mucho peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Nada satisfecho/a,1.0,4.0,Injusta,7.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media,Muy suficiente,Mestizo/a,13.0,Independiente/cuenta propia
600.0,Mujer,48.0,Muy satisfecho/a,Estancado,Muy mala,Un poco peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,0.0,Muy injusta,5.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media alta,Nada suficiente,Mestizo/a,10.0,Tareas del hogar
600.0,Mujer,33.0,Bastante satisfecho/a,Estancado,Regular,Un poco mejor,Un poco peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Bastante satisfecho/a,Poco satisfecho/a,2.0,0.0,Muy injusta,10.0,Fraudulentas,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,5.0,Baja,Poco suficiente,Mestizo/a,10.0,Independiente/cuenta propia
600.0,Hombre,41.0,Muy satisfecho/a,Progresando,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Nada satisfecho/a,Nada satisfecho/a,2.0,10.0,Muy injusta,10.0,Fraudulentas,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media,Algo suficiente,Mestizo/a,13.0,Independiente/cuenta propia
600.0,Mujer,28.0,Bastante satisfecho/a,Estancado,Mala,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Bastante satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,1.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,5.0,Media baja,Poco suficiente,Mestizo/a,13.0,Tareas del hogar
600.0,Hombre,45.0,Bastante satisfecho/a,Progresando,Buena,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,5.0,Injusta,7.0,Limpias,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Aumentó poco,Aumentó mucho,Aumentó mucho,,Media,Algo suficiente,Mestizo/a,13.0,Independiente/cuenta propia
600.0,Mujer,24.0,Muy satisfecho/a,Estancado,Mala,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,2.0,0.0,Injusta,,Fraudulentas,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó poco,Aumentó mucho,Aumentó mucho,,Media,Poco suficiente,Mestizo/a,12.0,Tareas del hogar
600.0,Hombre,42.0,Muy satisfecho/a,Estancado,Mala,Mucho peor,Mucho mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Muy satisfecho/a,2.0,5.0,Injusta,3.0,Fraudulentas,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Perjudica,Sí,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Poco suficiente,Blanco/a,,Independiente/cuenta propia
600.0,Hombre,33.0,Muy satisfecho/a,Estancado,Mala,Mucho peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Poco satisfecho/a,1.0,7.0,Injusta,7.0,Fraudulentas,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Poco suficiente,,13.0,Independiente/cuenta propia
600.0,Mujer,24.0,Poco satisfecho/a,Estancado,Mala,Un poco peor,Igual,Se puede confiar en la mayoría,Le da lo mismo,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Justa,10.0,Fraudulentas,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó poco,Aumentó mucho,10.0,Media,Muy suficiente,Blanco/a,13.0,Asalariado sector privado
600.0,Hombre,18.0,Muy satisfecho/a,Estancado,Regular,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Bastante satisfecho/a,2.0,7.0,Justa,6.0,Fraudulentas,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media baja,Poco suficiente,Mestizo/a,13.0,Estudiante
600.0,Hombre,43.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Bastante satisfecho/a,1.0,5.0,Justa,10.0,Fraudulentas,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Beneficia,Sí,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó poco,Aumentó mucho,Igual,3.0,Media baja,Nada suficiente,Mestizo/a,13.0,Asalariado sector privado
600.0,Hombre,54.0,Bastante satisfecho/a,Estancado,Regular,Un poco peor,Igual,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Nada satisfecho/a,Nada satisfecho/a,2.0,0.0,Muy injusta,10.0,Fraudulentas,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Baja,Algo suficiente,Mestizo/a,,Asalariado sector privado
600.0,Hombre,45.0,Bastante satisfecho/a,Estancado,Muy mala,Igual,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Nada satisfecho/a,1.0,5.0,Muy injusta,6.0,Fraudulentas,En desacuerdo,De acuerdo,,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Baja,Algo suficiente,Mestizo/a,15.0,Asalariado sector privado
600.0,Hombre,54.0,Bastante satisfecho/a,Estancado,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Nada satisfecho/a,Nada satisfecho/a,2.0,5.0,Injusta,5.0,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Baja,Algo suficiente,Indígena,4.0,Independiente/cuenta propia
600.0,Hombre,37.0,Poco satisfecho/a,Estancado,Muy mala,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Nada satisfecho/a,2.0,5.0,Injusta,5.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó poco,Aumentó mucho,Aumentó mucho,5.0,Media,Poco suficiente,Mestizo/a,11.0,Independiente/cuenta propia
600.0,Mujer,61.0,Muy satisfecho/a,,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Bastante satisfecho/a,,2.0,10.0,Muy injusta,10.0,Fraudulentas,,,,De acuerdo,De acuerdo,Ni beneficia ni perjudica,,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Baja,Poco suficiente,,6.0,Tareas del hogar
600.0,Mujer,23.0,Bastante satisfecho/a,,Buena,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,,Bastante satisfecho/a,Poco satisfecho/a,1.0,,Injusta,7.0,Limpias,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Muy suficiente,Blanco/a,12.0,Tareas del hogar
600.0,Mujer,24.0,Muy satisfecho/a,Estancado,Regular,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Poco satisfecho/a,1.0,0.0,Injusta,1.0,Fraudulentas,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Beneficia,Sí,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Igual,Aumentó mucho,Aumentó mucho,10.0,Baja,Algo suficiente,Indígena,10.0,Tareas del hogar
600.0,Mujer,18.0,Muy satisfecho/a,Estancado,Mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,2.0,2.0,Injusta,7.0,Fraudulentas,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media baja,Algo suficiente,Mestizo/a,12.0,Estudiante
600.0,Mujer,23.0,,Progresando,Regular,Un poco mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Muy satisfecho/a,Muy satisfecho/a,2.0,10.0,Justa,10.0,Fraudulentas,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,0.0,Baja,Poco suficiente,Blanco/a,4.0,Tareas del hogar
600.0,Mujer,25.0,Bastante satisfecho/a,Estancado,Regular,Un poco mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,10.0,Muy injusta,10.0,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó poco,10.0,Media,Poco suficiente,Mestizo/a,10.0,Tareas del hogar
600.0,Hombre,54.0,Bastante satisfecho/a,Progresando,Buena,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Bastante satisfecho/a,Bastante satisfecho/a,2.0,10.0,Injusta,10.0,Fraudulentas,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó poco,Aumentó poco,Igual,0.0,Media,Algo suficiente,,4.0,Independiente/cuenta propia
600.0,Mujer,25.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,,Nunca se es suficientemente cuidadoso,,Bastante satisfecho/a,Nada satisfecho/a,2.0,10.0,Justa,10.0,Fraudulentas,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Igual,Aumentó mucho,Igual,0.0,Alta,Algo suficiente,Blanco/a,,Tareas del hogar
